,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
RAP1B1,8.02E-05,0.417800836,0.714,0.537,0.160370725,langerhans,RAP1B
ERCC11,8.34E-05,0.342662324,0.635,0.567,0.166881689,langerhans,ERCC1
MSRA2,0.000131701,0.283260775,0.603,0.375,0.263402535,langerhans,MSRA
PLA2G164,0.000141092,0.390736663,0.54,0.262,0.282183509,langerhans,PLA2G16
IL1RN3,0.000159631,0.557326709,0.603,0.424,0.319261463,langerhans,IL1RN
SERPINB62,0.000172776,0.252228746,0.492,0.318,0.345552929,langerhans,SERPINB6
ATG31,0.000233802,0.270777252,0.683,0.54,0.467604441,langerhans,ATG3
FRMD4B2,0.000261182,0.490274608,0.571,0.464,0.522363947,langerhans,FRMD4B
HPRT11,0.000329182,0.252270001,0.683,0.508,0.658363858,langerhans,HPRT1
HOTAIRM1,0.000330381,0.269089509,0.476,0.37,0.660762072,langerhans,HOTAIRM1
SNHG151,0.000375114,0.313105126,0.683,0.58,0.750228517,langerhans,SNHG15
EPCAM1,0.000477954,0.349442956,0.587,0.36,0.955908541,langerhans,EPCAM
ITM2B5,0.000551759,0.387019356,0.984,0.941,1,langerhans,ITM2B
CTSB5,0.000610115,0.495171616,0.794,0.705,1,langerhans,CTSB
SVIP,0.000645765,0.266290195,0.667,0.434,1,langerhans,SVIP
CAPZA1,0.000672188,0.258697865,0.683,0.553,1,langerhans,CAPZA1
UBE2D1,0.000741229,0.497102445,0.603,0.442,1,langerhans,UBE2D1
CXCL22,0.000829474,1.253138693,0.429,0.398,1,langerhans,CXCL2
QKI,0.001441586,0.251656291,0.556,0.371,1,langerhans,QKI
NRP24,0.001465284,0.285706567,0.492,0.313,1,langerhans,NRP2
SH3KBP12,0.001503793,0.368647023,0.413,0.192,1,langerhans,SH3KBP1
PHLDA25,0.00152184,0.433136648,0.619,0.536,1,langerhans,PHLDA2
PICALM,0.001820291,0.300311966,0.619,0.442,1,langerhans,PICALM
ARFGAP3,0.001927446,0.363552622,0.429,0.372,1,langerhans,ARFGAP3
CCDC502,0.002077682,0.291097522,0.587,0.441,1,langerhans,CCDC50
NR4A13,0.00215628,0.374857024,0.746,0.614,1,langerhans,NR4A1
CEBPD,0.002752936,0.357932012,0.603,0.48,1,langerhans,CEBPD
PLXDC21,0.002776438,0.701015198,0.524,0.444,1,langerhans,PLXDC2
USP161,0.00278258,0.259845297,0.73,0.618,1,langerhans,USP16
CLN8,0.003555753,0.299165488,0.397,0.394,1,langerhans,CLN8
ETS24,0.003577491,0.366589543,0.54,0.489,1,langerhans,ETS2
PYCARD3,0.004743341,0.345198936,0.841,0.712,1,langerhans,PYCARD
SFPQ3,0.005735813,0.251601853,0.905,0.777,1,langerhans,SFPQ
SOD22,0.005917293,0.610891872,0.698,0.703,1,langerhans,SOD2
ASAH11,0.006152265,0.481040966,0.698,0.582,1,langerhans,ASAH1
TWISTNB,0.006755838,0.283152616,0.619,0.574,1,langerhans,TWISTNB
PRRC2C,0.008128968,0.30079176,0.825,0.744,1,langerhans,PRRC2C
DUSP13,0.008994139,0.335031876,1,0.939,1,langerhans,DUSP1
HSPA54,0.009930386,0.510712197,0.873,0.853,1,langerhans,HSPA5
VIM4,8.34E-29,1.93514197,0.981,0.549,1.67E-25,mesenchymal,VIM
SPARC3,2.62E-20,1.683255011,0.943,0.523,5.24E-17,mesenchymal,SPARC
CALD13,2.11E-18,1.681391034,0.943,0.752,4.22E-15,mesenchymal,CALD1
FTL6,1.94E-17,0.800215076,0.981,0.928,3.87E-14,mesenchymal,FTL
S100A65,3.70E-17,1.002057948,1,0.945,7.39E-14,mesenchymal,S100A6
MALAT15,7.81E-16,0.565623931,1,0.988,1.56E-12,mesenchymal,MALAT1
S100A42,1.16E-13,1.861040031,0.849,0.542,2.33E-10,mesenchymal,S100A4
SPARCL11,3.61E-13,2.159770151,0.774,0.233,7.22E-10,mesenchymal,SPARCL1
DCN1,6.21E-13,3.288841565,0.792,0.33,1.24E-09,mesenchymal,DCN
LGALS16,7.56E-13,0.740728667,0.943,0.812,1.51E-09,mesenchymal,LGALS1
IFITM35,8.06E-13,1.126713388,0.925,0.71,1.61E-09,mesenchymal,IFITM3
GSN7,1.18E-11,1.666751531,0.943,0.844,2.36E-08,mesenchymal,GSN
MYL92,1.38E-11,1.857632999,0.811,0.476,2.75E-08,mesenchymal,MYL9
CYR613,3.24E-11,2.021453981,0.774,0.533,6.48E-08,mesenchymal,CYR61
TIMP16,3.46E-11,1.558808527,0.792,0.461,6.91E-08,mesenchymal,TIMP1
MAP1B3,3.69E-11,1.114672766,0.755,0.435,7.38E-08,mesenchymal,MAP1B
CPE,4.31E-11,1.731993425,0.698,0.303,8.61E-08,mesenchymal,CPE
IFITM24,8.31E-11,1.236800977,0.736,0.333,1.66E-07,mesenchymal,IFITM2
CFD,6.77E-10,3.640679411,0.736,0.364,1.35E-06,mesenchymal,CFD
MGP3,8.61E-10,2.274099754,0.755,0.344,1.72E-06,mesenchymal,MGP
TPM21,1.26E-09,1.804908934,0.698,0.308,2.53E-06,mesenchymal,TPM2
CTSK2,8.10E-09,1.612911795,0.679,0.464,1.62E-05,mesenchymal,CTSK
FTH15,8.47E-09,0.311409858,0.981,0.977,1.69E-05,mesenchymal,FTH1
CTGF4,8.53E-09,1.87230506,0.679,0.411,1.71E-05,mesenchymal,CTGF
ADIRF3,1.06E-08,1.148830911,0.811,0.516,2.12E-05,mesenchymal,ADIRF
PGRMC1,3.10E-08,1.002032599,0.755,0.62,6.20E-05,mesenchymal,PGRMC1
PMP222,5.43E-08,1.061186263,0.66,0.36,0.000108643,mesenchymal,PMP22
PSAP2,7.00E-08,0.725029702,0.906,0.874,0.000140011,mesenchymal,PSAP
CST33,8.00E-08,1.342099528,0.811,0.737,0.000160092,mesenchymal,CST3
ITGB14,1.01E-07,0.806845088,0.755,0.631,0.000201403,mesenchymal,ITGB1
TIMP32,1.42E-07,1.359550877,0.66,0.433,0.00028388,mesenchymal,TIMP3
EMP35,5.69E-07,0.588604333,0.755,0.589,0.001137029,mesenchymal,EMP3
B2M6,5.94E-07,0.379052301,1,0.964,0.001188968,mesenchymal,B2M
FCGRT4,7.39E-07,0.816204848,0.736,0.634,0.001477894,mesenchymal,FCGRT
FAM3C1,2.41E-06,0.748218317,0.604,0.525,0.004810477,mesenchymal,FAM3C
SPRY12,3.61E-06,0.934565317,0.509,0.278,0.007218228,mesenchymal,SPRY1
RAB343,3.68E-06,0.731258384,0.698,0.621,0.007369949,mesenchymal,RAB34
VCAN1,4.19E-06,1.164693514,0.491,0.196,0.008376363,mesenchymal,VCAN
RHOC2,4.23E-06,0.570975043,0.774,0.718,0.008464706,mesenchymal,RHOC
CALM22,4.62E-06,0.576146138,0.887,0.886,0.009235362,mesenchymal,CALM2
IGFBP74,5.38E-06,1.085628037,0.679,0.556,0.010756884,mesenchymal,IGFBP7
ACTA2,6.16E-06,2.913657471,0.472,0.266,0.012320115,mesenchymal,ACTA2
STOM2,8.14E-06,0.683545454,0.623,0.546,0.016275037,mesenchymal,STOM
GNG112,8.41E-06,0.539231436,0.547,0.355,0.01682323,mesenchymal,GNG11
PSIP12,9.12E-06,0.539568284,0.66,0.537,0.01823481,mesenchymal,PSIP1
CNN34,9.46E-06,0.807163451,0.717,0.628,0.018914937,mesenchymal,CNN3
MYLK2,1.41E-05,1.62336466,0.453,0.266,0.028164383,mesenchymal,MYLK
PTN4,1.42E-05,0.903061944,0.604,0.475,0.028333353,mesenchymal,PTN
ASPH1,1.51E-05,0.560212931,0.604,0.511,0.030296463,mesenchymal,ASPH
APOD1,1.78E-05,2.600091802,0.509,0.254,0.035653939,mesenchymal,APOD
SDC23,1.84E-05,0.864762682,0.585,0.456,0.036791883,mesenchymal,SDC2
MDK3,2.95E-05,0.751039917,0.585,0.445,0.05901559,mesenchymal,MDK
TPM16,3.18E-05,0.910663515,0.679,0.631,0.063698417,mesenchymal,TPM1
SEPT112,4.15E-05,0.607918053,0.491,0.408,0.082990784,mesenchymal,11-Sep
SH3KBP13,4.18E-05,0.54130828,0.434,0.192,0.08368382,mesenchymal,SH3KBP1
APP5,4.28E-05,0.520031338,0.774,0.756,0.085594908,mesenchymal,APP
PPP1R12A1,4.50E-05,0.858413004,0.623,0.617,0.089979025,mesenchymal,PPP1R12A
LRPAP11,4.65E-05,0.521400275,0.698,0.683,0.092973319,mesenchymal,LRPAP1
VAMP52,4.68E-05,0.563689754,0.491,0.311,0.093524176,mesenchymal,VAMP5
CHD9,5.80E-05,0.717075014,0.66,0.628,0.116043751,mesenchymal,CHD9
POSTN1,6.48E-05,0.976436789,0.396,0.214,0.12961429,mesenchymal,POSTN
PIGT1,7.03E-05,0.760772926,0.604,0.593,0.140581478,mesenchymal,PIGT
CTSL1,9.45E-05,0.500605608,0.491,0.418,0.189073994,mesenchymal,CTSL
MAFB3,0.000109169,0.924431777,0.679,0.667,0.218338185,mesenchymal,MAFB
FGF7,0.00010929,0.842032486,0.358,0.2,0.218580887,mesenchymal,FGF7
SEC624,0.000113725,0.423776787,0.755,0.719,0.227449041,mesenchymal,SEC62
IFI62,0.000125159,0.464515864,0.415,0.245,0.250317846,mesenchymal,IFI6
CXCL122,0.00016997,1.84459344,0.434,0.278,0.339940181,mesenchymal,CXCL12
APLP24,0.000182027,0.404598702,0.698,0.649,0.364053641,mesenchymal,APLP2
TGOLN22,0.00018272,0.452365323,0.491,0.413,0.365439089,mesenchymal,TGOLN2
LRP10,0.000251862,0.553517764,0.642,0.621,0.503724046,mesenchymal,LRP10
TSC22D34,0.00025687,0.592990748,0.472,0.387,0.513740894,mesenchymal,TSC22D3
LMAN1,0.000299588,0.481689278,0.623,0.597,0.599175238,mesenchymal,LMAN1
CD811,0.000433817,0.676927311,0.491,0.47,0.867633968,mesenchymal,CD81
CLU3,0.000475243,0.607895992,0.453,0.311,0.950486825,mesenchymal,CLU
ADD3,0.000598448,0.589325609,0.434,0.36,1,mesenchymal,ADD3
MAP1LC3A,0.000609433,0.520271295,0.434,0.41,1,mesenchymal,MAP1LC3A
BMP41,0.000719971,0.608964832,0.34,0.247,1,mesenchymal,BMP4
MGLL1,0.000851704,0.534839134,0.415,0.3,1,mesenchymal,MGLL
SDCBP4,0.000921842,0.264715301,0.604,0.583,1,mesenchymal,SDCBP
ALDH9A1,0.000948003,0.428459977,0.585,0.563,1,mesenchymal,ALDH9A1
CD552,0.001152531,0.574262076,0.509,0.509,1,mesenchymal,CD55
SPTBN12,0.001200834,0.574523913,0.472,0.498,1,mesenchymal,SPTBN1
GOLIM42,0.001267125,0.47259733,0.528,0.505,1,mesenchymal,GOLIM4
C2orf401,0.001375883,0.980451708,0.34,0.345,1,mesenchymal,C2orf40
SOCS35,0.001430371,0.467925675,0.736,0.728,1,mesenchymal,SOCS3
NFIC3,0.001519615,0.572178606,0.66,0.714,1,mesenchymal,NFIC
N4BP2L22,0.001577689,0.591613301,0.623,0.694,1,mesenchymal,N4BP2L2
RAP1B2,0.001605258,0.442942864,0.528,0.539,1,mesenchymal,RAP1B
SMARCA5,0.001607965,0.469052279,0.491,0.504,1,mesenchymal,SMARCA5
R3HCC1,0.00181149,0.473083813,0.396,0.419,1,mesenchymal,R3HCC1
ST3GAL41,0.001830417,0.387250921,0.415,0.353,1,mesenchymal,ST3GAL4
SMARCA1,0.001879567,0.356715524,0.358,0.328,1,mesenchymal,SMARCA1
H1F02,0.001900196,0.464579657,0.566,0.541,1,mesenchymal,H1F0
MT1E3,0.001974847,0.437994366,0.491,0.408,1,mesenchymal,MT1E
TCEAL32,0.002171359,0.451365715,0.453,0.454,1,mesenchymal,TCEAL3
HTRA11,0.002435667,0.462068504,0.358,0.256,1,mesenchymal,HTRA1
LUC7L3,0.002609673,0.669117855,0.547,0.603,1,mesenchymal,LUC7L3
IFI272,0.002771346,0.322134632,0.377,0.213,1,mesenchymal,IFI27
HERPUD14,0.002784431,0.323993317,0.774,0.775,1,mesenchymal,HERPUD1
RSRC1,0.003570597,0.502962336,0.434,0.429,1,mesenchymal,RSRC1
PDK42,0.003931536,0.364882099,0.358,0.323,1,mesenchymal,PDK4
PALLD4,0.004935647,0.561063869,0.585,0.656,1,mesenchymal,PALLD
TMEM982,0.004996308,0.495478378,0.491,0.493,1,mesenchymal,TMEM98
CTHRC11,0.005073982,0.682718091,0.264,0.223,1,mesenchymal,CTHRC1
HMGB11,0.005102461,0.343678941,0.943,0.918,1,mesenchymal,HMGB1
RAB311,0.005170209,0.625033493,0.302,0.247,1,mesenchymal,RAB31
CCL25,0.005593355,1.220567961,0.434,0.448,1,mesenchymal,CCL2
FAM228B,0.005866019,0.390311245,0.34,0.286,1,mesenchymal,FAM228B
VKORC13,0.006075114,0.412053485,0.585,0.619,1,mesenchymal,VKORC1
TMSB107,0.006468202,0.525707799,0.943,0.962,1,mesenchymal,TMSB10
MT1F1,0.007005933,0.333873141,0.321,0.224,1,mesenchymal,MT1F
PLEKHA41,0.007195366,0.322278834,0.358,0.332,1,mesenchymal,PLEKHA4
PLSCR12,0.007900243,0.269016802,0.396,0.407,1,mesenchymal,PLSCR1
FBXO322,0.007940782,0.47976698,0.453,0.497,1,mesenchymal,FBXO32
CYBA4,0.008285056,0.403715885,0.642,0.713,1,mesenchymal,CYBA
TUBB1,0.008815884,0.410699887,0.774,0.84,1,mesenchymal,TUBB
CENPW1,0.009341366,1.337174717,0.264,0.334,1,mesenchymal,CENPW
EIF2AK21,0.00989946,0.455066761,0.396,0.412,1,mesenchymal,EIF2AK2
PIP,2.95E-27,5.211858007,1,0.295,5.90E-24,sebaceous/apocrine,PIP
AZGP1,2.97E-26,3.292325035,1,0.136,5.94E-23,sebaceous/apocrine,AZGP1
DCD,1.87E-25,7.234475757,1,0.534,3.75E-22,sebaceous/apocrine,DCD
SCGB2A2,1.37E-24,5.868644625,1,0.376,2.75E-21,sebaceous/apocrine,SCGB2A2
SCGB1B2P,5.08E-23,4.958105638,1,0.283,1.02E-19,sebaceous/apocrine,SCGB1B2P
SCGB1D2,2.74E-21,5.041412266,0.97,0.312,5.48E-18,sebaceous/apocrine,SCGB1D2
KRT192,1.94E-17,2.235481539,1,0.277,3.88E-14,sebaceous/apocrine,KRT19
KRT18,3.18E-17,1.72259093,1,0.341,6.37E-14,sebaceous/apocrine,KRT18
MUCL1,3.82E-17,6.218125625,1,0.42,7.63E-14,sebaceous/apocrine,MUCL1
MAFF5,1.25E-16,0.470564313,1,0.628,2.50E-13,sebaceous/apocrine,MAFF
TSPAN8,2.51E-15,2.022004676,0.939,0.215,5.01E-12,sebaceous/apocrine,TSPAN8
KRT7,4.96E-13,2.218564044,1,0.173,9.92E-10,sebaceous/apocrine,KRT7
XBP13,1.59E-12,1.643183958,1,0.608,3.19E-09,sebaceous/apocrine,XBP1
AGR21,8.60E-12,0.708986645,0.909,0.213,1.72E-08,sebaceous/apocrine,AGR2
SAT16,1.88E-11,0.348196766,1,0.587,3.76E-08,sebaceous/apocrine,SAT1
ALOX15B1,7.78E-11,1.132072043,1,0.195,1.56E-07,sebaceous/apocrine,ALOX15B
DCXR2,8.54E-11,0.99513711,1,0.586,1.71E-07,sebaceous/apocrine,DCXR
STARD102,3.90E-10,0.860537182,1,0.357,7.80E-07,sebaceous/apocrine,STARD10
CXCL23,1.01E-09,1.225170599,1,0.394,2.01E-06,sebaceous/apocrine,CXCL2
CLDN43,1.98E-09,0.914194176,0.939,0.329,3.95E-06,sebaceous/apocrine,CLDN4
TSC22D15,2.79E-09,0.615824898,1,0.73,5.58E-06,sebaceous/apocrine,TSC22D1
DBI5,5.00E-09,0.752714049,1,0.797,1.00E-05,sebaceous/apocrine,DBI
EPCAM2,1.07E-08,0.849877939,1,0.359,2.13E-05,sebaceous/apocrine,EPCAM
KRT84,4.71E-08,0.738128455,0.97,0.452,9.42E-05,sebaceous/apocrine,KRT8
ZG16B2,6.14E-08,0.271457474,0.939,0.387,0.000122733,sebaceous/apocrine,ZG16B
SLC12A22,7.65E-08,0.840204376,0.909,0.372,0.000153096,sebaceous/apocrine,SLC12A2
CPE1,7.69E-08,0.843122198,0.909,0.304,0.000153718,sebaceous/apocrine,CPE
SCD2,1.06E-07,0.421109943,0.939,0.295,0.000212317,sebaceous/apocrine,SCD
CD1642,1.27E-07,0.572115076,1,0.714,0.000253079,sebaceous/apocrine,CD164
HMGCS2,4.39E-07,0.942202384,0.909,0.273,0.000877519,sebaceous/apocrine,HMGCS2
NR4A25,5.30E-07,0.529382577,1,0.459,0.001059291,sebaceous/apocrine,NR4A2
NUDT82,7.39E-07,0.263312142,0.97,0.412,0.001478795,sebaceous/apocrine,NUDT8
ZC3H12A3,1.35E-06,0.3778114,0.97,0.617,0.002706996,sebaceous/apocrine,ZC3H12A
NUCB24,1.60E-06,0.69610616,0.909,0.531,0.003196939,sebaceous/apocrine,NUCB2
CXCL3,4.94E-06,0.649804068,0.909,0.302,0.009877936,sebaceous/apocrine,CXCL3
GOLM11,5.00E-06,0.29198936,0.879,0.285,0.009991749,sebaceous/apocrine,GOLM1
IQGAP21,5.20E-06,0.557688486,0.727,0.184,0.010396895,sebaceous/apocrine,IQGAP2
IDH24,5.82E-06,0.433443557,0.97,0.545,0.011647928,sebaceous/apocrine,IDH2
SEC11C1,6.09E-06,0.682777776,0.879,0.518,0.01218473,sebaceous/apocrine,SEC11C
SLC39A82,6.50E-06,0.394982358,0.939,0.312,0.012994676,sebaceous/apocrine,SLC39A8
NEAT17,1.28E-05,0.425314784,1,0.763,0.025593198,sebaceous/apocrine,NEAT1
ANKRD372,1.60E-05,0.484820239,0.97,0.461,0.03191356,sebaceous/apocrine,ANKRD37
DNAJB95,2.49E-05,0.339317283,0.879,0.514,0.049769064,sebaceous/apocrine,DNAJB9
TFAP2B1,2.76E-05,0.254414687,0.879,0.391,0.055298918,sebaceous/apocrine,TFAP2B
NR4A14,6.03E-05,0.283806115,0.97,0.613,0.120668215,sebaceous/apocrine,NR4A1
FAM129A1,6.07E-05,0.449650914,0.697,0.255,0.121424324,sebaceous/apocrine,FAM129A
CBR32,9.60E-05,0.502515064,0.939,0.512,0.19195713,sebaceous/apocrine,CBR3
SREBF11,0.000118784,0.529147102,0.818,0.387,0.237567297,sebaceous/apocrine,SREBF1
CREB3L4,0.000149061,0.537149848,0.636,0.332,0.29812219,sebaceous/apocrine,CREB3L4
SMIM14,0.000153997,0.624226599,0.939,0.421,0.307993579,sebaceous/apocrine,SMIM14
HERPUD15,0.000174984,0.344562202,0.939,0.774,0.349968462,sebaceous/apocrine,HERPUD1
EDN12,0.00017972,0.380557291,0.848,0.365,0.359440935,sebaceous/apocrine,EDN1
P4HB1,0.000188524,0.260228824,1,0.841,0.377048336,sebaceous/apocrine,P4HB
NEDD4L1,0.000216657,0.313072088,0.848,0.32,0.43331348,sebaceous/apocrine,NEDD4L
ANXA32,0.000254951,0.590477023,0.697,0.39,0.509901069,sebaceous/apocrine,ANXA3
RAB3IP,0.000322237,0.527752624,0.818,0.324,0.644474661,sebaceous/apocrine,RAB3IP
NOSTRIN1,0.00043793,0.514039177,0.697,0.138,0.875859336,sebaceous/apocrine,NOSTRIN
C5orf462,0.000460181,0.697187449,0.606,0.326,0.920361806,sebaceous/apocrine,C5orf46
CMTM82,0.000499563,0.333965368,0.879,0.372,0.999125763,sebaceous/apocrine,CMTM8
PDK43,0.000568409,0.360476301,0.636,0.321,1,sebaceous/apocrine,PDK4
IRF14,0.000664779,0.309715967,0.97,0.729,1,sebaceous/apocrine,IRF1
ATP1B13,0.000721466,0.313342694,0.848,0.622,1,sebaceous/apocrine,ATP1B1
ISG201,0.000836928,0.395098313,0.818,0.276,1,sebaceous/apocrine,ISG20
FKBP5,0.000907797,0.276507831,0.848,0.25,1,sebaceous/apocrine,FKBP5
SERPINB63,0.001939903,0.293793395,0.848,0.317,1,sebaceous/apocrine,SERPINB6
SOX45,0.002246706,0.282109436,0.97,0.581,1,sebaceous/apocrine,SOX4
BIK,0.002762535,0.34707393,0.818,0.291,1,sebaceous/apocrine,BIK
AARD,0.003555115,0.309061665,0.788,0.198,1,sebaceous/apocrine,AARD
ALCAM2,0.004054826,0.460549166,0.576,0.293,1,sebaceous/apocrine,ALCAM
PDLIM31,0.004651083,0.33145543,0.697,0.298,1,sebaceous/apocrine,PDLIM3
DNAJC11,0.005981452,0.271395162,0.879,0.481,1,sebaceous/apocrine,DNAJC1
MUC151,0.008485816,0.298337671,0.818,0.311,1,sebaceous/apocrine,MUC15
S100A24,5.98E-18,0.881327254,1,0.913,1.20E-14,ORS CL,S100A2
KRT75,5.32E-17,4.915040693,1,0.311,1.06E-13,ORS CL,KRT75
TM4SF14,2.69E-11,2.347799146,1,0.638,5.37E-08,ORS CL,TM4SF1
ANXA23,3.18E-11,1.107759701,1,0.952,6.36E-08,ORS CL,ANXA2
CAPNS23,9.84E-11,1.627475165,1,0.743,1.97E-07,ORS CL,CAPNS2
SLC39A62,1.20E-10,2.171571898,1,0.565,2.39E-07,ORS CL,SLC39A6
GJB25,3.13E-10,1.776699443,1,0.65,6.25E-07,ORS CL,GJB2
UCHL33,3.76E-09,1.803564364,1,0.527,7.52E-06,ORS CL,UCHL3
S100A116,1.44E-08,1.094364851,1,0.9,2.89E-05,ORS CL,S100A11
KRT174,2.33E-08,1.02371538,0.909,0.309,4.66E-05,ORS CL,KRT17
TACSTD27,3.81E-08,1.10939559,1,0.789,7.63E-05,ORS CL,TACSTD2
HSPB14,8.50E-08,0.813907631,1,0.975,0.000169958,ORS CL,HSPB1
CKB3,1.15E-07,1.445204025,0.909,0.497,0.000230197,ORS CL,CKB
BBOX13,2.31E-07,1.260423166,0.864,0.361,0.00046224,ORS CL,BBOX1
DSG15,2.38E-07,1.390387125,0.955,0.432,0.000476952,ORS CL,DSG1
GJA15,2.83E-07,1.013383618,0.955,0.754,0.000566529,ORS CL,GJA1
RTCB2,3.54E-07,0.905455585,0.909,0.616,0.000708089,ORS CL,RTCB
MGST14,5.78E-07,1.186626988,0.955,0.552,0.001155347,ORS CL,MGST1
S100A167,6.33E-07,1.075195389,0.955,0.858,0.001265229,ORS CL,S100A16
FABP58,1.02E-06,0.599521161,1,0.843,0.002047265,ORS CL,FABP5
TMEM45A6,1.47E-06,0.850848809,0.955,0.637,0.002947431,ORS CL,TMEM45A
DBI6,1.49E-06,0.622734223,0.955,0.798,0.002989814,ORS CL,DBI
CTNNBIP13,2.26E-06,1.013052175,0.909,0.639,0.004524492,ORS CL,CTNNBIP1
ACAA24,2.53E-06,1.113116723,0.955,0.53,0.005067104,ORS CL,ACAA2
NDUFA4L23,2.68E-06,0.759818184,0.909,0.575,0.005360377,ORS CL,NDUFA4L2
GPR872,2.86E-06,1.116246167,0.864,0.478,0.005721573,ORS CL,GPR87
BSPRY,5.04E-06,0.650923238,0.818,0.214,0.010074614,ORS CL,BSPRY
TUBB2,5.35E-06,0.909864483,0.955,0.839,0.010691184,ORS CL,TUBB
CYB5A4,5.77E-06,0.883657438,0.955,0.637,0.011542572,ORS CL,CYB5A
PDCD45,5.90E-06,0.833759309,0.909,0.604,0.01179046,ORS CL,PDCD4
MAPKAPK31,6.00E-06,0.945937368,0.773,0.411,0.011998051,ORS CL,MAPKAPK3
LGALS76,6.04E-06,0.685718188,0.955,0.733,0.012081923,ORS CL,LGALS7
ATOX14,8.32E-06,1.022616526,0.864,0.601,0.016640931,ORS CL,ATOX1
TUBB63,8.91E-06,0.797660794,0.864,0.596,0.017816331,ORS CL,TUBB6
IDI1,1.02E-05,2.196046944,0.955,0.597,0.020367063,ORS CL,IDI1
ACOT72,1.15E-05,0.750255104,0.818,0.433,0.022953656,ORS CL,ACOT7
CLIC35,1.53E-05,0.779235503,0.773,0.34,0.030614292,ORS CL,CLIC3
GJB65,1.62E-05,0.827733736,0.955,0.683,0.032443021,ORS CL,GJB6
MLLT11,1.64E-05,0.624705058,0.864,0.329,0.032752764,ORS CL,MLLT11
IVL4,1.66E-05,2.15037717,0.864,0.302,0.033187372,ORS CL,IVL
CALML36,1.79E-05,0.488788925,0.955,0.821,0.035828042,ORS CL,CALML3
TPM17,1.86E-05,0.836459767,0.909,0.63,0.037200951,ORS CL,TPM1
CUX11,1.91E-05,0.710356391,0.727,0.303,0.038207168,ORS CL,CUX1
APOE5,2.03E-05,1.014642013,0.955,0.893,0.040551207,ORS CL,APOE
NSG13,2.05E-05,0.898410556,0.909,0.541,0.041009495,ORS CL,NSG1
ALAD1,2.49E-05,0.637259015,0.864,0.404,0.049701585,ORS CL,ALAD
MARCKSL16,2.91E-05,0.475124241,0.909,0.692,0.058214583,ORS CL,MARCKSL1
NAGK4,3.37E-05,1.062477185,0.864,0.538,0.067493945,ORS CL,NAGK
TM7SF21,3.76E-05,0.56739488,0.773,0.337,0.075211291,ORS CL,TM7SF2
S100A147,4.05E-05,0.660143603,0.955,0.894,0.081025522,ORS CL,S100A14
PDLIM7,4.09E-05,0.595919216,0.773,0.414,0.081710282,ORS CL,PDLIM7
SEPT113,4.15E-05,0.563511094,0.818,0.408,0.083059933,ORS CL,11-Sep
C4orf33,5.02E-05,1.25683022,0.909,0.83,0.100361008,ORS CL,C4orf3
CAP13,5.03E-05,1.003300182,0.955,0.7,0.100638392,ORS CL,CAP1
KRT181,5.79E-05,1.717329737,0.727,0.343,0.115858642,ORS CL,KRT18
SLC31A11,6.28E-05,0.905213129,0.773,0.334,0.125508249,ORS CL,SLC31A1
CRABP25,6.57E-05,0.554376694,0.864,0.553,0.131367916,ORS CL,CRABP2
HEBP25,7.92E-05,0.424992192,0.909,0.689,0.158486527,ORS CL,HEBP2
NUDT83,8.95E-05,0.400542058,0.773,0.414,0.179036263,ORS CL,NUDT8
CALD14,9.08E-05,0.756781012,0.864,0.753,0.181601026,ORS CL,CALD1
CDC42SE12,9.59E-05,1.071012963,0.864,0.488,0.19187564,ORS CL,CDC42SE1
RDH123,0.000111791,0.585066975,0.773,0.349,0.223581335,ORS CL,RDH12
RHEB4,0.000114359,0.704692917,0.955,0.716,0.228717123,ORS CL,RHEB
TNFRSF12A4,0.000125622,0.620071652,0.864,0.607,0.251243869,ORS CL,TNFRSF12A
PPFIA1,0.000138436,0.7397391,0.727,0.385,0.276872835,ORS CL,PPFIA1
SVIP1,0.000151452,1.024084187,0.864,0.435,0.302904381,ORS CL,SVIP
RHOV6,0.000164347,0.573656181,0.864,0.558,0.32869334,ORS CL,RHOV
ANXA17,0.000172945,1.161779228,1,0.824,0.345889497,ORS CL,ANXA1
FAM210B,0.000175013,0.506250657,0.773,0.567,0.350026588,ORS CL,FAM210B
CSTB3,0.000176374,0.290456867,1,0.871,0.352748552,ORS CL,CSTB
PHLDA26,0.000193791,0.846897708,0.909,0.535,0.387582164,ORS CL,PHLDA2
TUBA1A4,0.000229735,1.035507466,0.909,0.85,0.459469667,ORS CL,TUBA1A
SLC38A12,0.000261695,0.807436829,0.682,0.396,0.523389603,ORS CL,SLC38A1
CNN35,0.000264035,0.820277915,0.818,0.628,0.52807034,ORS CL,CNN3
SLC39A103,0.000269517,1.162597196,0.727,0.348,0.539034471,ORS CL,SLC39A10
HOPX5,0.000285457,1.501238647,0.909,0.591,0.570913148,ORS CL,HOPX
CD2BP2,0.000297593,0.36129297,0.818,0.555,0.595186631,ORS CL,CD2BP2
KCNK76,0.000299502,0.543308852,0.818,0.492,0.599004198,ORS CL,KCNK7
DUSP62,0.000300563,0.669828453,0.818,0.431,0.601126095,ORS CL,DUSP6
TUBB2A2,0.000330348,0.854551787,0.864,0.825,0.660696567,ORS CL,TUBB2A
LYPLA2,0.000336269,0.655943158,0.818,0.503,0.672537331,ORS CL,LYPLA2
SULT2B13,0.000350474,0.718465939,0.773,0.294,0.700947962,ORS CL,SULT2B1
